Dataflow,REF_AREA,UNICEF_INDICATOR,SEX,AGE,RESIDENCE,WEALTH_QUINTILE,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_FOOTNOTE,FREQ,DATA_SOURCE,UNIT_MULTIPLIER,OBS_STATUS
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,1998,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,1999,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2000,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2001,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2004,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2006,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2007,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2008,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2009,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2010,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2011,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
ECARO:TRANSMONEE(1.0),AL,EDUNF_PRP_L4,_T,_T,_T,_T,2012,0,PCNT,,A,UIS: EDUNF_PRP_L4,0,Z
